y,v,u,z
3.0000000000000235,-2.2184904403493192e-15,1.9100800174952907e-16,3.0000000000000235
3.0000000000000213,-2.0270544940906063e-15,1.9143594625871277e-16,3.0000000000000213
3.0000000000000195,-1.835623331786478e-15,1.914311623041286e-16,3.0000000000000195
3.0000000000000178,-1.6829063576345955e-15,1.5271697415188247e-16,3.0000000000000178
3.0000000000000164,-1.5297566009281722e-15,1.5314975670642326e-16,3.0000000000000164
3.000000000000015,-1.415325923892083e-15,1.1443067703608936e-16,3.000000000000015
3.0000000000000138,-1.3004624096195957e-15,1.148635142724872e-16,3.0000000000000138
3.0000000000000124,-1.1856037339970664e-15,1.1485867562252926e-16,3.0000000000000124
3.0000000000000115,-1.0707450042836885e-15,1.1485872971337788e-16,3.0000000000000115
3.0000000000000107,-9.946005168066474e-16,7.614448747704115e-17,3.0000000000000107
3.0000000000000098,-9.180232461704638e-16,7.657727063618356e-17,3.0000000000000098
3.000000000000009,-8.414508135797133e-16,7.657243259075047e-17,3.000000000000009
3.000000000000008,-7.648783269048721e-16,7.657248667484118e-17,3.000000000000008
3.000000000000007,-6.883058408346322e-16,7.657248607023994e-17,3.000000000000007
3.0000000000000067,-6.117333547576336e-16,7.657248607699863e-17,3.0000000000000067
3.000000000000006,-5.738751103123702e-16,3.7858244445263307e-17,3.000000000000006
3.0000000000000058,-5.355840827147237e-16,3.829102759764661e-17,3.0000000000000058
3.0000000000000053,-4.972978931624341e-16,3.828618955228952e-17,3.0000000000000053
3.000000000000005,-4.590116495260549e-16,3.828624363637925e-17,3.000000000000005
3.0000000000000044,-4.2072540649427697e-16,3.8286243031777885e-17,3.0000000000000044
3.000000000000004,-3.824391634557403e-16,3.8286243038536654e-17,3.000000000000004
3.0000000000000036,-3.4415292041727917e-16,3.828624303846115e-17,3.0000000000000036
3.000000000000003,-3.058666773788172e-16,3.828624303846197e-17,3.000000000000003
3.0000000000000027,-2.675804343403552e-16,3.828624303846195e-17,3.0000000000000027
