Time,Position_y,Velocity_v,Input_u
5026,-29.4674,0.0000,0.7063
5027,-27.7049,1.8200,-0.0390
5028,-27.7049,0.0000,-0.1536
5029,-28.3076,-1.7733,-0.6949
5030,-28.3076,0.0000,0.0373
5031,-28.9576,-0.7101,-0.7765
5032,-27.4874,1.2677,0.7139
5033,-27.4874,0.0000,-0.1062
5034,-28.3967,-0.8947,0.5216
5035,-28.3967,0.0000,0.6977
5036,-27.0489,1.1872,0.9429
5037,-27.0489,0.0000,0.2688
5038,-29.3083,-1.3610,0.5209
5039,-29.3083,0.0000,0.0044
5040,-29.3766,2.6538,0.9351
5041,-29.3766,0.0000,-0.3682
5042,-28.0888,2.3659,0.5814
5043,-28.0888,0.0000,0.6373
5044,-28.1305,-0.0414,0.3277
5045,-28.8286,-0.6746,-0.3465
5046,-28.1060,0.6961,0.3142
5047,-28.5526,-0.5103,-0.8656
5048,-28.3381,0.2244,0.1841
5049,-27.4110,0.8172,0.4643
5050,-27.4110,0.0000,-0.9280
5051,-27.9029,-0.5364,0.9837
5052,-28.7863,-0.7205,0.5418
5053,-28.4830,0.3258,0.0703
5054,-28.7044,-0.2137,-0.9545
5055,-28.6092,0.1007,-0.5190
5056,-27.1320,1.0958,0.3377
5057,-27.1320,0.0000,0.8019
5058,-28.0495,-1.3911,0.4281
5059,-28.0495,0.0000,-0.0359
5060,-28.7096,-0.5739,-0.1280
5061,-28.0741,0.6200,0.3501
5062,-27.9529,0.1180,-0.1055
5063,-28.0672,-0.1136,0.3999
5064,-27.8113,0.2616,0.7865
5065,-28.8003,-0.8277,-0.1961
5066,-28.9635,-0.1579,-0.3244
5067,-26.3187,2.0363,0.9222
5068,-26.3187,0.0000,0.6131
5069,-27.4402,-0.9819,0.8718
5070,-27.4402,0.0000,0.3195
5071,-27.9703,-0.5165,0.9650
5072,-28.1359,-0.1847,0.9293
5073,-27.8460,0.2776,0.7381
5074,-28.3893,-0.6122,-0.0595
5075,-28.5190,-0.1290,0.2567
5076,-28.8881,-0.3379,-0.6936
5077,-28.1913,0.6147,-0.2001
5078,-28.1191,0.0712,-0.3815
5079,-27.4107,0.5997,0.8378
5080,-28.2821,-1.4345,-0.5121
5081,-28.2821,0.0000,-0.1877
5082,-28.5009,-0.2210,-0.2365
5083,-28.2181,0.2739,0.0453
5084,-28.1505,0.0663,-0.0961
5085,-27.8012,0.3361,0.5168
5086,-27.8012,0.0000,0.1709
5087,-29.1823,-1.4930,-0.5817
5088,-29.1823,0.0000,0.4764
5089,-28.0000,1.0015,-0.5749
5090,-28.0000,0.0000,-0.2780
5091,-28.7458,-0.6814,-0.1396
5092,-29.1623,-0.4062,-0.6415
5093,-28.1659,1.1641,0.0163
5094,-28.1659,0.0000,0.9408
5095,-28.2085,-0.0437,0.1728
5096,-28.3620,-0.1570,0.0181
5097,-29.3760,-0.9398,-0.9580
5098,-29.3760,0.0000,-0.0633
5099,-28.3807,1.0994,-0.6846
5100,-28.3807,0.0000,-0.8028
5101,-28.1375,0.2232,0.0110
5102,-28.4816,-0.3454,-0.2955
5103,-28.4816,0.0000,-0.8469
5104,-27.8780,0.7327,0.3211
5105,-27.8780,0.0000,-0.1627
5106,-27.6951,0.1766,0.9487
5107,-27.8879,-1.4872,-0.5692
5108,-27.8879,0.0000,0.1537
5109,-28.3121,-0.3799,0.3739
5110,-28.7913,-0.4994,-0.1965
5111,-28.3845,1.2270,0.7380
5112,-28.3845,0.0000,0.5546
5113,-27.8508,0.5202,0.3004
5114,-27.8508,0.0000,-0.3233
5115,-29.5096,-1.8113,-0.9892
5116,-29.5096,0.0000,-0.1510
5117,-28.4341,1.4108,-0.4777
5118,-28.4341,0.0000,-0.7747
5119,-28.0258,0.4193,0.1010
5120,-27.3506,0.7527,0.8249
5121,-28.0149,-0.6341,0.2074
5122,-30.0786,-1.9841,-0.8444
5123,-30.0786,0.0000,0.4093
5124,-29.0585,1.1369,-0.8088
5125,-29.0585,0.0000,-0.0983
5126,-28.2149,0.8633,-0.5492
5127,-28.0423,0.1679,-0.5839
5128,-28.9721,-1.0924,-0.8003
5129,-28.9721,0.0000,-0.2654
5130,-25.9477,1.6167,0.3317
5131,-25.7176,0.2066,0.0082
5132,-26.5995,-1.0562,-0.1592
5133,-26.5995,0.0000,-0.4952
5134,-26.4444,-1.9752,0.0140
5135,-26.4444,0.0000,0.6105
5136,-27.6508,-2.1021,-0.1689
5137,-27.6508,0.0000,-0.8883
5138,-29.8761,-1.2707,-0.1029
5139,-29.8761,0.0000,0.4040
5140,-27.3732,2.0759,0.0768
5141,-27.3732,0.0000,-0.1905
5142,-29.9690,-1.7352,-0.1671
5143,-29.9690,0.0000,-0.5455
5144,-28.2715,2.2826,0.2980
5145,-28.2715,0.0000,0.5095
5146,-28.1832,0.0900,0.0957
5147,-27.8862,0.3294,0.4213
5148,-27.8862,0.0000,0.6158
5149,-28.9251,-1.4171,-0.6601
5150,-28.9251,0.0000,0.6375
5151,-27.0254,1.8670,0.6554
5152,-27.0254,0.0000,-0.8694
5153,-27.8953,-2.2156,-0.3182
5154,-27.8953,0.0000,-0.0505
5155,-28.0360,-0.1372,0.6029
5156,-29.8122,-1.4355,-0.8257
5157,-29.8122,0.0000,0.5650
5158,-23.8306,2.8482,0.8492
5159,-23.8306,0.0000,-0.8762
5160,-19.0979,2.5688,0.6405
5161,-19.0979,0.0000,0.9667
5162,-19.9403,-0.8773,-0.3856
5163,-19.9403,0.0000,-0.6795
5164,-21.0683,-1.1779,0.5961
5165,-21.0683,0.0000,-0.1674
5166,-22.4819,-1.3011,0.2935
5167,-22.4819,0.0000,0.1524
5168,-19.8155,1.9144,0.9718
5169,-19.8155,0.0000,0.0314
5170,-20.6128,-2.3613,-0.7161
5171,-20.6128,0.0000,0.2646
5172,-22.0661,-1.0618,0.9013
5173,-22.0661,0.0000,0.1161
5174,-21.2982,0.6955,0.5457
5175,-21.8766,-0.5267,0.0497
5176,-21.8766,0.0000,-0.1253
5177,-22.0959,-0.2051,0.0234
5178,-21.7739,0.4744,0.4705
5179,-21.1574,0.8677,0.8273
5180,-21.1574,0.0000,0.1617
5181,-22.3769,-1.0430,0.4379
5182,-23.1305,-0.8392,-0.5466
5183,-23.1305,0.0000,0.9220
5184,-17.9355,2.3901,0.5734
5185,-17.9355,0.0000,-0.7898
5186,-17.1859,0.7838,-0.8003
5187,-10.7529,2.4455,-0.3212
5188,-10.7529,0.0000,0.6091
5189,-9.9056,1.9103,-0.0311
5190,-9.9056,0.0000,-0.8825
5191,-8.5225,1.2250,0.2999
5192,-8.5225,0.0000,-0.3470
5193,-9.2636,-0.8489,0.7206
5194,-9.2636,0.0000,0.0179
5195,-9.4283,-0.1647,0.1563
5196,-9.2908,0.1328,0.2904
5197,-9.7788,-0.5002,-0.3658
5198,-9.7788,0.0000,-0.8042
5199,-8.0739,1.3264,0.6331
5200,-8.0739,0.0000,-0.5326
5201,-9.7562,-1.8877,0.0642
5202,-9.7562,0.0000,0.6009
5203,-9.5095,0.2424,-0.4084
5204,-7.8230,1.0481,0.6361
5205,-7.8230,0.0000,0.8477
5206,-9.0078,-1.0661,0.9329
5207,-9.0078,0.0000,0.8500
5208,-9.6591,-0.7630,0.0470
5209,-9.6591,0.0000,-0.9510
5210,-8.9289,0.7732,0.3089
5211,-9.2538,-0.3403,-0.1652
5212,-9.2538,0.0000,-0.3318
5213,-10.2354,-1.2809,-0.9407
5214,-9.5927,1.1546,0.9998
5215,-9.5927,0.0000,-0.6847
5216,-8.6127,1.1978,0.8637
5217,-8.4660,0.1499,0.4170
5218,-10.3545,-1.6884,-0.2010
5219,-10.3545,0.0000,-0.9214
5220,-9.5198,1.2494,-0.3534
5221,-9.5198,0.0000,-0.0906
5222,-8.9321,0.5298,0.3401
5223,-8.9321,0.0000,-0.6587
5224,-9.1866,-0.2624,0.6835
5225,-9.1866,0.0000,0.8632
5226,-9.2950,-0.1131,0.3588
5227,-9.7681,-0.4598,-0.0876
5228,-8.2736,1.0249,0.8139
5229,-8.2736,0.0000,-0.6839
5230,-9.8065,-1.5661,0.2604
5231,-9.8065,0.0000,-0.2822
5232,-8.9078,0.9393,0.1943
5233,-8.4430,0.4423,0.4942
5234,-9.8121,-1.9571,-0.7358
5235,-9.8121,0.0000,-0.5928
5236,-9.5575,0.2744,-0.4811
5237,-8.0209,1.1649,0.6259
5238,-8.0209,0.0000,-0.7362
5239,-11.2611,-2.8574,-0.8852
5240,-11.2611,0.0000,-0.3151
5241,-10.5106,2.6187,0.6888
5242,-10.5106,0.0000,-0.5053
5243,-9.6287,1.5116,-0.2578
5244,-9.6287,0.0000,-0.6733
5245,-9.1416,0.5739,0.1690
5246,-9.1416,0.0000,-0.3659
5247,-9.0443,0.0985,0.6574
5248,-9.1445,-0.1007,0.5435
5249,-9.5438,-0.4253,0.2289
5250,-9.5438,0.0000,-0.4181
5251,-10.0144,-0.4011,-0.6385
5252,-10.0144,0.0000,-0.6380
5253,-7.4642,1.8222,0.7101
5254,-7.4642,0.0000,0.5931
5255,-11.9048,-2.6416,-0.7916
5256,-11.9048,0.0000,-0.1259
5257,-9.3828,2.0614,0.8326
5258,-9.3828,0.0000,0.0596
5259,-9.7930,-0.4585,-0.3745
5260,-9.5608,0.2286,-0.0365
5261,-9.1084,0.4675,-0.0327
5262,-9.1084,0.0000,0.3609
5263,-9.5035,-0.4344,0.1878
5264,-9.0480,0.4009,0.6800
5265,-9.4257,-0.3681,-0.0311
5266,-9.4257,0.0000,0.4191
5267,-8.4734,0.7788,0.7771
5268,-9.2980,-0.6785,0.1759
5269,-9.2980,0.0000,0.8700
5270,-8.9914,0.3234,0.5764
5271,-8.9914,0.0000,-0.0865
5272,-9.9979,-0.8974,-0.0574
5273,-9.9979,0.0000,-0.0968
5274,-8.9234,0.8484,-0.2362
5275,-9.8432,-0.9926,-0.8872
5276,-9.8432,0.0000,-0.3139
5277,-7.9598,1.2022,0.3896
5278,-7.9598,0.0000,0.2436
5279,-12.7508,-2.2438,-0.2550
5280,-12.7508,0.0000,0.1876
5281,-13.2293,-0.4579,-0.0910
5282,-13.2293,0.0000,0.3263
5283,-13.8119,-0.7631,0.4677
5284,-13.8119,0.0000,0.8661
5285,-15.6755,-1.5514,0.3437
5286,-15.6755,0.0000,0.4456
5287,-15.1499,0.5305,0.5955
5288,-15.1499,0.0000,0.0550
5289,-15.8264,-1.0896,-0.0305
5290,-15.8264,0.0000,-0.2146
5291,-15.3488,0.4989,0.2626
5292,-14.9333,0.4830,0.6836
5293,-16.9130,-1.6825,-0.7640
5294,-16.9130,0.0000,0.0496
5295,-15.2308,1.1942,-0.6735
5296,-15.5436,-0.2965,-0.5977
5297,-15.9379,-0.4437,0.1786
5298,-15.9379,0.0000,-0.3259
5299,-16.3261,-0.4609,-0.9166
5300,-14.8710,1.2982,0.5965
5301,-14.8710,0.0000,-0.7870
5302,-15.4405,-0.5974,0.8879
5303,-15.6197,-0.1746,0.9505
5304,-16.5742,-0.7596,-0.4085
5305,-15.6962,0.9626,0.1989
5306,-15.6962,0.0000,-0.1102
5307,-15.8781,-0.1927,-0.1692
5308,-15.3444,0.4781,0.3318
5309,-16.2215,-0.9942,-0.7580
5310,-16.8905,-0.7679,-0.7654
5311,-16.8905,0.0000,-0.5843
5312,-14.5929,2.3382,0.4871
5313,-14.5929,0.0000,0.4947
5314,-15.2780,-1.2469,0.5490
5315,-15.2780,0.0000,-0.1194
5316,-16.6583,-1.5634,-0.7298
5317,-16.6583,0.0000,0.1010
5318,-15.4361,0.9558,-0.6714
5319,-14.4984,1.2196,0.7869
5320,-14.4984,0.0000,-0.1953
5321,-15.0401,-2.0743,-0.2033
5322,-15.0401,0.0000,0.8232
5323,-16.7024,-1.4021,-0.1635
5324,-16.7024,0.0000,0.5340
5325,-16.0372,0.7606,-0.9164
5326,-16.0372,0.0000,0.9181
5327,-15.1819,0.7849,0.1383
5328,-15.4333,-0.2763,-0.0528
5329,-15.6521,-0.2479,0.5710
5330,-16.9644,-1.3046,-0.9454
5331,-16.9644,0.0000,-0.4423
5332,-16.3517,1.1034,-0.7986
5333,-16.3517,0.0000,-0.6865
5334,-15.4940,0.7978,-0.4026
5335,-15.4940,0.0000,-0.5379
5336,-16.0805,-0.7531,-0.3284
5337,-16.0805,0.0000,-0.7562
5338,-14.8429,1.0970,0.3691
5339,-14.8429,0.0000,-0.0939
5340,-18.8531,-2.3290,-0.8068
5341,-18.8531,0.0000,-0.6809
5342,-19.5078,-0.5426,-0.5355
5343,-21.4402,-1.7460,0.0145
5344,-21.4402,0.0000,0.6400
5345,-22.0155,-0.4745,0.5725
5346,-22.1598,-0.1461,0.2787
5347,-21.3396,1.0947,0.9050
5348,-22.0847,-0.6888,-0.5784
5349,-21.8432,0.2449,0.7517
5350,-22.6102,-0.8908,-0.8411
5351,-21.8986,0.7095,0.4486
5352,-20.9138,1.0304,0.4988
5353,-20.9138,0.0000,0.9613
5354,-21.9991,-1.3063,0.4550
5355,-21.9991,0.0000,0.7843
5356,-21.0635,0.8631,0.8472
5357,-21.0635,0.0000,0.1826
5358,-22.8431,-1.5972,0.0032
5359,-22.8431,0.0000,0.0659
5360,-19.0677,2.3434,0.8383
5361,-19.0677,0.0000,0.9144
5362,-18.7847,0.2987,0.7315
5363,-18.7847,0.0000,-0.7679
5364,-18.6257,0.1610,0.0314
5365,-18.6257,0.0000,-0.5125
5366,-17.9820,0.5973,0.1532
5367,-16.8297,1.6045,-0.5238
5368,-16.8297,0.0000,-0.8711
5369,-16.1312,0.8884,-0.9133
5370,-13.8008,1.7887,0.0791
5371,-13.8008,0.0000,0.7905
5372,-17.2854,-1.8756,0.0123
5373,-17.2854,0.0000,-0.7563
5374,-15.3241,1.5600,-0.4399
5375,-15.3241,0.0000,0.9924
5376,-15.8339,-0.7313,0.0178
5377,-15.4342,0.4413,0.9220
5378,-15.4342,0.0000,-0.0208
5379,-14.9529,0.4208,0.9615
5380,-16.3431,-1.0766,-0.1245
5381,-16.4261,-0.0807,-0.1958
5382,-16.2509,1.7684,0.5331
5383,-16.2509,0.0000,-0.2023
5384,-14.2019,1.7510,0.7177
5385,-14.2019,0.0000,-0.7048
5386,-15.4497,-2.7778,-0.7819
5387,-15.4497,0.0000,0.8740
5388,-17.3082,-1.4818,-0.9710
5389,-17.3082,0.0000,0.8092
5390,-16.2214,2.0087,0.0096
5391,-16.2214,0.0000,0.4893
5392,-15.0839,1.7336,0.7513
5393,-15.0839,0.0000,-0.0870
5394,-14.1575,-2.1035,-0.9349
5395,-14.1575,0.0000,0.1904
5396,-17.8129,-2.5682,-0.5686
5397,-17.8129,0.0000,0.5621
5398,-16.5974,2.5333,0.8119
5399,-16.5974,0.0000,0.3187
5400,-16.1437,1.3748,-0.1786
5401,-14.5058,2.6856,0.4697
5402,-14.5058,0.0000,0.6355
5403,-17.2679,-2.4273,-0.5617
5404,-17.2679,0.0000,0.3534
5405,-16.4708,1.0956,-0.9043
5406,-14.7709,2.0481,-0.4300
5407,-14.7709,0.0000,-0.7730
5408,-16.4675,-1.7385,-0.1268
5409,-16.4675,0.0000,0.9305
5410,-15.5598,0.9687,-0.4085
5411,-15.5598,0.0000,0.9193
5412,-15.2914,0.2991,0.5943
5413,-15.2914,0.0000,0.2837
5414,-15.9303,-0.5238,0.2855
5415,-15.9303,0.0000,-0.3154
5416,-14.8358,0.8808,0.4398
5417,-14.8358,0.0000,-0.8015
5418,-16.3670,-1.4242,0.1072
5419,-16.3670,0.0000,0.0060
5420,-12.9701,2.2057,0.9810
5421,-12.9701,0.0000,-0.8102
5422,-14.4502,-1.7224,-0.9367
5423,-14.4502,0.0000,0.7892
5424,-17.2374,-2.0970,-0.1942
5425,-17.2374,0.0000,0.3694
5426,-17.5148,2.0777,0.0794
5427,-17.5148,0.0000,0.3274
5428,-18.9955,2.5192,0.5746
5429,-18.9955,0.0000,0.8962
5430,-20.5165,-1.1819,-0.8911
5431,-20.5165,0.0000,-0.2922
5432,-24.0978,-2.5003,-0.5095
5433,-24.0978,0.0000,-0.6658
5434,-23.4378,1.2247,-0.4949
5435,-23.4378,0.0000,-0.1055
5436,-19.7237,2.0337,0.0491
5437,-19.7237,0.0000,0.3718
5438,-21.7169,-1.7015,-0.1675
5439,-21.7169,0.0000,0.2122
5440,-21.7062,0.0107,0.5524
5441,-22.5891,-0.9533,-0.4017
5442,-22.1846,0.4078,0.2516
5443,-21.9441,0.2563,-0.5357
5444,-21.2100,0.7309,0.5682
5445,-21.2100,0.0000,-0.8052
5446,-22.2961,-1.1252,0.2830
5447,-22.8389,-1.1152,-0.5827
5448,-22.8389,0.0000,-0.7706
5449,-21.4831,2.0880,0.5884
5450,-21.4831,0.0000,0.5632
5451,-23.0292,-1.3478,-0.3749
5452,-23.0292,0.0000,0.8833
5453,-21.8483,1.7476,0.0248
5454,-21.8483,0.0000,0.4317
5455,-21.4787,0.3298,0.6145
5456,-21.4787,0.0000,0.7004
5457,-22.3239,-0.8041,0.1765
5458,-23.2059,-0.8828,-0.7429
5459,-22.2691,0.8284,-0.1702
5460,-22.2691,0.0000,-0.9730
5461,-21.9705,0.2833,-0.2654
5462,-21.8130,0.1674,-0.0761
5463,-21.8130,0.0000,0.8204
5464,-22.8068,-1.0100,-0.6556
5465,-22.9129,-0.1047,-0.5432
5466,-19.7130,2.4395,0.9510
5467,-19.7130,0.0000,0.3701
5468,-21.7848,-2.3037,-0.7835
5469,-21.7848,0.0000,0.2758
5470,-21.4137,0.5419,0.9516
5471,-21.4137,0.0000,0.3604
5472,-21.7625,-0.3268,0.7649
5473,-22.2878,-0.4671,0.3140
5474,-22.2418,0.0463,-0.0717
5475,-21.1084,1.3195,0.7771
5476,-21.1084,0.0000,0.2325
5477,-22.5364,-2.1449,-0.5999
5478,-22.5364,0.0000,0.3273
5479,-21.7105,0.9130,-0.1243
5480,-21.5381,0.1831,-0.1790
5481,-22.4269,-0.9547,-0.2625
5482,-22.4269,0.0000,-0.2053
5483,-22.0932,0.3103,-0.5339
5484,-21.5679,0.5410,0.0267
5485,-20.9971,0.6607,0.9429
5486,-20.9971,0.0000,-0.1648
5487,-24.1409,-2.3103,-0.6339
5488,-24.1409,0.0000,-0.9743
5489,-22.2365,2.2855,0.6114
5490,-22.2365,0.0000,-0.3183
5491,-19.8107,1.4624,0.9767
5492,-19.8107,0.0000,-0.9013
5493,-21.7561,-1.5643,0.0754
5494,-21.7561,0.0000,-0.3442
5495,-22.1353,-0.3827,0.0832
5496,-22.3004,-0.1709,-0.0746
5497,-21.8745,0.4172,-0.0197
5498,-21.8745,0.0000,-0.9784
5499,-21.7192,0.1584,0.3912
5500,-22.2591,-0.7536,-0.3747
5501,-22.2591,0.0000,0.4543
5502,-21.9645,0.2896,-0.2400
5503,-21.1943,0.7063,0.4699
5504,-21.1943,0.0000,0.3984
5505,-23.6519,-1.6711,-0.2409
5506,-23.6519,0.0000,-0.7527
5507,-22.4570,1.2284,-0.7635
5508,-22.4570,0.0000,0.2490
5509,-22.4356,0.0214,-0.8769
5510,-22.3703,0.0647,-0.8167
5511,-22.1801,0.2080,-0.5969
5512,-21.2569,0.8062,0.2226
5513,-21.2569,0.0000,0.9467
5514,-23.1406,-1.8733,-0.5332
5515,-23.1406,0.0000,-0.9103
5516,-21.7889,1.7750,-0.0500
5517,-21.7889,0.0000,0.8486
5518,-22.2951,-0.5909,-0.1893
5519,-23.1316,-0.7242,-0.7279
5520,-21.5894,1.9079,0.8167
5521,-21.5894,0.0000,0.6449
5522,-23.0962,-1.2242,-0.4422
5523,-21.2929,1.2460,0.6842
5524,-21.2929,0.0000,-0.9557
5525,-24.2210,-2.1625,-0.8768
5526,-24.2210,0.0000,-0.6721
5527,-22.2948,2.0321,0.4510
5528,-22.2948,0.0000,0.4064
5529,-21.7553,1.0655,0.4675
5530,-19.8352,1.1522,0.5419
5531,-19.8352,0.0000,-0.4875
5532,-21.1158,-2.1495,-0.4822
5533,-21.1158,0.0000,-0.2444
5534,-26.4674,-2.3485,-0.8129
5535,-26.4674,0.0000,-0.1368
5536,-29.3435,-1.9781,-0.0336
5537,-29.3435,0.0000,0.4867
5538,-28.7252,0.8754,-0.8782
5539,-28.7252,0.0000,-0.4679
5540,-26.8164,1.5422,0.6707
5541,-26.8164,0.0000,-0.3676
5542,-28.6178,-2.7288,-0.7415
5543,-28.6178,0.0000,-0.9347
5544,-28.1669,0.5084,-0.1652
5545,-27.4438,0.6912,0.3979
5546,-27.7442,-0.3047,0.4803
5547,-28.3730,-0.8458,0.4708
5548,-29.5376,-1.3321,-0.6870
5549,-29.5376,0.0000,0.4850
5550,-27.7255,1.5774,-0.3288
5551,-27.7255,0.0000,0.4875
5552,-29.3363,-1.6622,-0.6188
5553,-29.3363,0.0000,-0.4061
5554,-29.1681,1.2730,-0.4736
5555,-29.1681,0.0000,0.5279
5556,-27.9212,1.7741,0.2152
5557,-27.9212,0.0000,-0.0134
5558,-28.5036,-0.5872,0.1045
5559,-28.8979,-0.3914,-0.2576
5560,-28.8979,0.0000,-0.8821
5561,-25.4735,2.0815,0.9136
5562,-25.4735,0.0000,0.8171
5563,-27.0771,-1.2691,-0.6007
5564,-27.0771,0.0000,-0.0423
5565,-29.3246,-2.6536,-0.7915
5566,-29.3246,0.0000,0.1353
5567,-28.4922,0.7583,-0.9768
5568,-28.4922,0.0000,-0.4268
5569,-27.3094,1.0417,0.6094
5570,-27.3094,0.0000,0.4796
5571,-28.0792,-0.6609,0.9831
5572,-28.5323,-0.4117,0.6397
5573,-28.9314,-0.4066,-0.5053
5574,-27.5656,1.3363,0.5208
5575,-27.5656,0.0000,-0.9526
5576,-29.0200,-1.1925,0.1092
5577,-29.9887,-0.8147,-0.9937
5578,-29.9887,0.0000,-0.4753
5579,-29.0836,1.3556,-0.6238
5580,-29.0836,0.0000,-0.6372
5581,-28.4802,0.7251,-0.7224
5582,-27.4752,1.3708,0.2362
5583,-27.1966,0.2838,0.3291
5584,-27.1966,0.0000,-0.2244
5585,-29.2761,-1.8145,-0.0527
5586,-29.2761,0.0000,0.2973
5587,-27.6600,2.2567,0.5718
5588,-27.6600,0.0000,0.1283
5589,-28.9465,-1.1469,0.0060
5590,-29.3619,-0.4538,-0.5666
5591,-29.2250,1.1471,-0.1710
5592,-27.5659,2.4810,-0.2918
5593,-27.5659,0.0000,-0.5681
5594,-29.0304,-1.0667,0.2347
5595,-29.0304,0.0000,0.9199
5596,-26.9827,1.7207,0.3486
5597,-26.9827,0.0000,-0.0757
5598,-26.1404,-1.9531,-0.0305
5599,-26.1404,0.0000,0.5840
5600,-27.2696,-0.9063,0.7849
5601,-26.9598,-2.0032,0.5909
5602,-26.9598,0.0000,0.4870
5603,-30.7360,-2.6833,-0.7486
5604,-30.7360,0.0000,-0.0714
5605,-30.4130,0.3378,-0.9197
5606,-27.5263,2.3670,0.3442
5607,-27.5263,0.0000,-0.9910
5608,-28.4707,-0.9727,0.3878
5609,-30.0074,-1.5097,-0.9181
5610,-30.0074,0.0000,0.9918
5611,-27.6067,1.7265,-0.2472
5612,-27.6067,0.0000,-0.7215
5613,-30.2814,-2.1365,-0.8983
5614,-30.2814,0.0000,-0.0469
5615,-28.1193,2.4806,0.6680
5616,-28.1193,0.0000,0.7313
5617,-28.8171,-0.9564,-0.6477
5618,-28.8171,0.0000,0.7224
5619,-28.4364,0.4017,-0.6312
5620,-28.4364,0.0000,-0.2607
5621,-28.1640,0.2992,-0.0234
5622,-28.8623,-0.7455,-0.8251
5623,-28.8623,0.0000,0.0588
5624,-28.6227,0.2599,-0.8494
5625,-28.6227,0.0000,0.9421
5626,-27.3823,1.6066,0.9240
5627,-27.3823,0.0000,-0.5404
5628,-27.8278,-1.5400,0.0167
5629,-27.8278,0.0000,0.0317
5630,-29.4857,-1.4471,-0.5835
5631,-28.1821,1.0840,0.6603
5632,-28.1821,0.0000,0.4733
5633,-27.4379,0.7473,0.9315
5634,-29.2968,-1.2451,-0.5113
5635,-29.2968,0.0000,-0.2780
5636,-28.9707,2.3747,0.6680
5637,-28.9707,0.0000,-0.4208
5638,-28.1493,0.8417,-0.4411
5639,-28.1493,0.0000,0.9071
5640,-28.9280,-0.7361,-0.4865
5641,-28.2985,0.5185,0.0406
5642,-28.2338,0.0652,-0.5022
5643,-27.3237,0.9093,0.9252
5644,-27.7305,-0.3735,0.3388
5645,-28.5252,-0.6829,0.7269
5646,-28.0819,0.5399,0.7197
5647,-28.0482,0.0335,-0.1287
5648,-28.4208,-0.3268,0.0881
5649,-28.0407,0.4013,0.4348
5650,-28.0421,-0.0014,0.0613
5651,-28.3915,-0.3600,0.1018
5652,-28.8634,-0.3906,-0.2658
5653,-28.8634,0.0000,-0.3941
5654,-26.5863,1.5872,0.4761
5655,-26.5863,0.0000,0.0360
5656,-28.2338,-1.4105,0.5758
5657,-28.8251,-1.3806,0.1034
5658,-28.8251,0.0000,-0.3133
5659,-28.7381,0.0880,-0.9587
5660,-28.1855,0.5627,-0.4201
5661,-27.8068,0.4344,0.0441
5662,-28.6509,-1.2061,-0.7393
5663,-29.2318,-0.8144,-0.3235
5664,-28.6892,0.5899,-0.2333
5665,-28.1658,0.5103,-0.8938
5666,-27.9325,0.2361,-0.0613
5667,-28.4446,-0.6669,-0.2320
5668,-28.9113,-0.5645,-0.2420
5669,-28.9113,0.0000,-0.7050
5670,-28.6371,0.2697,-0.9198
5671,-28.1055,0.4995,-0.4802
5672,-26.6820,1.1324,0.9704
5673,-27.5464,-0.8739,-0.0320
5674,-31.5052,-3.1423,-0.9370
5675,-31.5052,0.0000,0.4037
5676,-31.3762,0.1334,0.3118
5677,-31.8305,-0.4602,-0.6732
5678,-31.8305,0.0000,-0.4592
5679,-31.8801,-0.0492,0.7564
5680,-31.8647,0.0154,0.9600
5681,-32.2844,-0.4247,0.4276
5682,-32.2844,0.0000,0.2796
5683,-32.7360,-0.5691,0.9576
5684,-32.9531,-3.3811,-0.8749
5685,-32.9531,0.0000,-0.4584
5686,-34.1674,-1.8982,0.1007
5687,-34.1674,0.0000,-0.1111
5688,-36.3763,-1.6371,-0.8765
5689,-36.3763,0.0000,-0.7078
5690,-34.9893,1.8403,-0.0985
5691,-34.9893,0.0000,-0.9732
5692,-33.9421,1.1277,0.2908
5693,-34.4806,-0.5265,-0.4759
5694,-35.1243,-0.7517,-0.0720
5695,-34.4868,0.5711,0.2444
5696,-34.3233,0.1584,-0.2754
5697,-33.9779,0.4051,0.7106
5698,-35.2913,-1.1353,-0.4459
5699,-35.2913,0.0000,-0.8034
5700,-34.0558,1.4391,0.0997
5701,-34.0558,0.0000,-0.0697
5702,-35.0013,-1.2974,-0.3355
5703,-35.5105,-0.4481,-0.0118
5704,-35.1191,0.3611,-0.8199
5705,-32.9473,1.9309,0.5043
5706,-32.9473,0.0000,-0.6146
5707,-35.0301,-1.6525,0.3460
5708,-35.0301,0.0000,0.2986
5709,-34.9706,0.0606,-0.8497
5710,-33.4796,1.5615,0.6981
5711,-33.4796,0.0000,0.8353
5712,-34.9817,-1.1798,0.5822
5713,-35.5937,-0.5413,-0.1835
5714,-32.4233,1.9521,0.7769
5715,-32.4233,0.0000,-0.1185
5716,-34.1765,-2.0585,-0.3676
5717,-34.1765,0.0000,0.9981
5718,-36.4466,-1.5887,-0.8450
5719,-36.8584,-0.3695,-0.6374
5720,-36.8584,0.0000,0.5562
5721,-33.8520,1.8228,0.3327
5722,-33.8520,0.0000,0.8522
5723,-34.6359,-1.6004,-0.3035
5724,-34.6359,0.0000,-0.0306
5725,-34.7857,-0.1533,-0.3099
5726,-34.5842,0.1810,-0.1184
5727,-35.0794,-0.5032,-0.7375
5728,-35.4445,-0.3941,-0.8858
5729,-35.1741,0.3223,-0.8324
5730,-34.3663,1.1446,-0.3357
