Time,Position_y,Velocity_v,Input_u
2145,5.9184,-0.5834,-0.9367
2146,5.1726,-0.7588,0.5400
2147,2.3021,-2.4846,0.0642
2148,2.3021,0.0000,-0.8311
2149,3.2403,1.0785,-0.4101
2150,3.4438,0.2096,-0.6699
2151,3.5532,0.1089,0.4938
2152,2.8752,-0.9225,-0.2314
2153,1.7906,-1.2997,-0.9096
2154,1.7906,0.0000,-0.5056
2155,3.1912,1.3393,-0.6126
2156,3.1912,0.0000,0.2900
2157,3.7245,0.4782,0.5774
2158,2.4796,-0.9574,-0.3398
2159,2.4796,0.0000,-0.3756
2160,3.3910,1.0342,-0.1952
2161,4.2771,0.8442,0.2912
2162,4.2771,0.0000,-0.5295
2163,3.5062,-1.7654,0.0481
2164,3.5062,0.0000,-0.5753
2165,1.8659,-1.4074,-0.6943
2166,1.8659,0.0000,-0.4195
2167,3.9444,2.8362,0.9227
2168,3.9444,0.0000,-0.8608
2169,0.7401,-1.8161,-0.3775
2170,0.7401,0.0000,-0.5254
2171,2.8436,1.9253,0.5767
2172,2.8436,0.0000,-0.0855
2173,3.7011,1.1641,0.5769
2174,3.2736,-0.4535,-0.5696
2175,1.1883,-1.6111,-0.8958
2176,1.1883,0.0000,-0.3614
2177,2.4972,2.0396,0.1841
2178,2.4972,0.0000,0.3215
2179,3.3527,0.9249,-0.2765
2180,4.8045,1.4101,0.9265
2181,4.8045,0.0000,0.1855
2182,2.2448,-2.5598,-0.5683
2183,2.2448,0.0000,0.5930
2184,4.9700,1.6177,0.0550
2185,4.9700,0.0000,0.7087
2186,3.9673,-1.1759,0.7581
2187,3.9673,0.0000,0.2795
2188,3.0421,-1.4242,0.0458
2189,3.0421,0.0000,0.7719
2190,3.2388,0.1982,-0.0004
2191,3.2388,0.0000,0.0610
2192,2.5096,-0.5866,-0.3924
2193,2.9232,0.5712,-0.0262
2194,2.9232,0.0000,-0.8516
2195,2.6320,-0.3367,-0.7699
2196,3.3907,0.9860,0.3456
2197,3.3907,0.0000,0.9353
2198,1.9455,-1.4147,-0.9217
2199,2.6946,0.6580,0.2269
2200,2.6946,0.0000,0.1002
2201,3.0536,0.8103,-0.0542
2202,3.0536,0.0000,-0.3410
2203,2.7120,-0.7427,-0.9185
2204,1.8696,-0.9116,-0.9971
2205,1.8696,0.0000,0.5843
2206,4.6831,2.1035,0.1921
2207,4.6831,0.0000,-0.1929
2208,2.5038,-1.6420,0.3571
2209,2.5038,0.0000,0.9812
2210,5.3591,1.5420,0.3512
2211,5.3591,0.0000,0.1711
2212,1.5098,-2.5933,-0.9972
2213,1.5098,0.0000,-0.7940
2214,2.2591,2.1276,0.1313
2215,2.2591,0.0000,0.0715
2216,2.2242,2.1657,0.6210
2217,2.2242,0.0000,0.5976
2218,2.2927,2.1611,0.5731
2219,2.2927,0.0000,-0.9596
2220,3.6915,1.1399,-0.3612
2221,4.3133,0.5550,0.4556
2222,2.2874,-1.6391,-0.3541
2223,2.2874,0.0000,-0.5850
2224,3.8463,1.6744,0.1663
2225,3.8463,0.0000,0.6197
2226,2.9701,-1.0462,0.2493
2227,3.0837,0.1142,0.8158
2228,2.5904,-0.6882,-0.9184
2229,3.1292,0.7958,0.4273
2230,3.6387,0.5516,-0.2787
2231,2.0259,-1.3876,-0.9924
2232,2.0259,0.0000,0.0265
2233,3.7883,1.9111,0.1147
2234,3.7883,0.0000,0.5184
2235,2.5588,-2.0683,-0.8632
2236,2.5588,0.0000,0.2231
2237,5.0017,1.5481,0.4474
2238,5.0017,0.0000,0.4401
2239,3.1414,-1.8918,0.0251
2240,3.1414,0.0000,-0.5597
2241,2.7053,-0.4044,-0.4048
2242,2.1928,-0.4730,-0.9147
2243,3.0973,0.8909,-0.2623
2244,3.0973,0.0000,-0.3717
2245,3.5579,0.6052,0.5166
2246,3.0863,-0.4866,-0.2800
2247,3.2682,0.1939,0.5725
2248,4.5828,0.8752,0.9334
2249,4.5828,0.0000,0.9914
2250,3.1608,-1.7684,0.2148
2251,3.1608,0.0000,-0.5521
2252,2.9509,-0.2002,-0.1617
2253,3.9854,0.8722,0.6936
2254,3.9854,0.0000,-0.9521
2255,3.4012,-0.7169,0.7775
2256,2.0072,-1.6387,-0.4185
2257,2.0072,0.0000,-0.4031
2258,3.5344,1.2709,-0.5417
2259,3.5344,0.0000,-0.7254
2260,2.9326,-0.5494,0.2163
2261,3.5640,0.6294,0.7658
2262,3.2597,-0.2979,-0.1167
2263,2.4182,-0.6574,-0.1230
2264,2.8344,0.5242,-0.1329
2265,2.8344,0.0000,-0.5031
2266,4.2717,1.2530,0.6483
2267,4.2717,0.0000,-0.9394
2268,5.3736,-2.6210,-0.8122
2269,5.3736,0.0000,0.5143
2270,3.9149,-1.5994,-0.0210
2271,3.9149,0.0000,0.5075
2272,1.1218,-1.9999,-0.6028
2273,1.1218,0.0000,-0.0811
2274,1.7120,1.1224,-0.6794
2275,3.4514,3.8280,0.7225
2276,3.4514,0.0000,0.9083
2277,2.5796,-0.9668,-0.3571
2278,2.5796,0.0000,0.7792
2279,3.0438,0.8815,-0.1843
2280,3.0438,0.0000,-0.1814
2281,2.6341,-0.3851,-0.5803
2282,2.5658,-0.0662,-0.6554
2283,2.5658,0.0000,0.3276
2284,2.9702,0.3564,-0.7326
2285,2.9702,0.0000,0.3960
2286,2.0878,-0.6399,-0.9810
2287,3.7360,1.3719,0.2721
2288,3.7360,0.0000,0.1428
2289,2.2346,-1.0392,0.0809
2290,2.2346,0.0000,0.3777
2291,3.7649,1.0361,-0.5391
2292,3.7649,0.0000,0.4557
2293,1.4206,-1.7844,-0.6170
2294,1.4206,0.0000,0.7322
2295,3.2700,1.4373,-0.5401
2296,3.2700,0.0000,0.1288
2297,3.6854,0.4198,0.6759
2298,3.9532,0.2812,0.8959
2299,3.9532,0.0000,-0.7547
2300,2.7875,-1.3129,0.1379
2301,2.7875,0.0000,-0.8588
2302,3.0822,0.2909,-0.4026
2303,4.4163,0.9767,0.5670
2304,4.4163,0.0000,-0.6100
2305,2.3820,-1.3298,0.5832
2306,2.3820,0.0000,0.9198
2307,2.9474,0.6311,-0.7461
2308,3.0118,0.0651,-0.9535
2309,3.2337,0.2247,-0.0993
2310,2.3918,-0.7268,-0.7680
2311,2.3918,0.0000,-0.7919
2312,3.5825,1.7173,0.3544
2313,3.5825,0.0000,-0.1390
2314,3.6806,0.0955,0.9490
2315,2.9263,-1.0334,-0.1023
2316,2.9263,0.0000,-0.0321
2317,4.0153,0.8666,0.4394
2318,3.6338,-0.3469,0.3113
2319,3.0280,-1.2700,0.0210
2320,3.0280,0.0000,0.9806
2321,3.2520,0.2459,0.0192
2322,2.9132,-0.3903,-0.4157
2323,2.9132,0.0000,0.6631
2324,2.7431,-0.1886,-0.6413
2325,4.9767,1.3854,0.7983
2326,4.9767,0.0000,-0.7316
2327,2.3912,-1.6546,0.2759
2328,2.3912,0.0000,-0.0042
2329,3.3390,0.7055,-0.6583
2330,3.6792,0.3480,0.0303
2331,3.6792,0.0000,0.0870
2332,1.7819,-1.9256,-0.9015
2333,1.7819,0.0000,0.0452
2334,3.7951,1.7554,-0.2002
2335,3.7951,0.0000,0.8003
2336,2.5318,-1.3671,-0.1511
2337,2.5318,0.0000,-0.4744
2338,3.9917,1.1198,-0.0257
2339,3.9917,0.0000,-0.8015
2340,3.0515,-1.5263,-0.0235
2341,3.0515,0.0000,0.6347
2342,3.2931,0.2120,0.0321
2343,2.8711,-0.3767,-0.2869
2344,2.4813,-0.3957,-0.5556
2345,3.7061,1.5418,0.7105
2346,3.7061,0.0000,-0.7582
2347,1.8180,-1.7240,-0.6541
2348,1.8180,0.0000,-0.2670
2349,3.6002,2.3902,0.4510
2350,3.6002,0.0000,-0.5123
2351,3.4453,-1.0676,-0.1822
2352,3.4453,0.0000,-0.4925
2353,2.8780,-0.6898,-0.0916
2354,3.5840,0.7216,0.8948
2355,3.3588,-0.2446,-0.1146
2356,3.2491,-0.1101,0.5654
2357,3.1584,-0.0910,0.2338
2358,3.1514,-0.0070,0.1176
2359,3.5425,0.3371,0.3637
2360,2.1384,-1.1209,-0.6780
2361,2.1384,0.0000,-0.8130
2362,3.2468,0.8314,-0.8550
2363,3.2468,0.0000,-0.2418
2364,3.1468,-0.1019,0.1082
2365,4.0052,0.7234,0.8359
2366,4.0052,0.0000,-0.4831
2367,3.2198,-1.5470,-0.0266
2368,3.2198,0.0000,-0.2642
2369,2.5847,-0.9479,-0.7916
2370,2.3464,-0.2387,-0.3479
2371,3.1667,1.4296,0.2400
2372,4.6052,1.6049,0.2434
2373,4.6052,0.0000,-0.2540
2374,3.1353,-2.0818,-0.0933
2375,3.1353,0.0000,-0.7789
2376,4.1220,0.9990,0.9863
2377,4.1220,0.0000,-0.4232
2378,0.2683,-2.5146,-0.8531
2379,0.2683,0.0000,-0.9962
2380,0.5321,0.2587,-0.2715
2381,0.5321,0.0000,-0.7524
2382,1.9576,1.5617,0.5471
2383,1.9576,0.0000,0.4684
2384,4.5402,1.8244,-0.0278
2385,4.5402,0.0000,0.5559
2386,2.1232,-2.1205,-0.1501
2387,2.1232,0.0000,0.1821
2388,3.2580,1.2645,-0.4381
2389,3.3361,0.0776,-0.9375
2390,3.3393,0.0032,0.3122
2391,3.5685,0.2218,0.6115
2392,0.9573,-1.4591,-0.8529
2393,0.4268,-0.5164,-0.6802
2394,0.4268,0.0000,-0.4081
2395,0.9508,0.5210,-0.3068
2396,2.2309,2.9173,0.7706
2397,2.2309,0.0000,-0.3327
2398,3.9494,1.9724,0.3925
2399,3.9494,0.0000,-0.9590
2400,3.1305,-1.2335,0.2120
2401,1.9163,-1.4665,-0.2413
2402,2.3445,0.3970,-0.0409
2403,2.8065,1.4140,-0.4136
2404,5.6959,2.2309,0.1886
2405,5.6959,0.0000,-0.7740
2406,5.2952,-0.4273,0.6810
2407,3.4128,-2.0261,0.0700
2408,3.4128,0.0000,0.2855
2409,3.3554,-0.0570,0.4788
2410,3.3370,-0.0184,0.4630
2411,2.3125,-1.0619,-0.6551
2412,2.0700,-0.2412,-0.6537
2413,3.5147,1.4551,-0.0592
2414,3.5147,0.0000,0.2332
2415,2.1170,-1.2403,-0.5113
2416,2.1170,0.0000,0.4529
2417,2.9973,0.9965,-0.7125
2418,6.0316,2.2232,0.9577
2419,6.0316,0.0000,0.7818
2420,5.4181,-1.0372,-0.5393
2421,3.1583,-2.7484,-0.1755
2422,3.1583,0.0000,0.7050
2423,3.2592,0.1041,0.1375
2424,3.8861,0.7768,0.9075
2425,4.0614,0.1663,0.7378
2426,2.3489,-1.5449,-0.1197
2427,2.3489,0.0000,-0.6625
2428,3.6519,1.9031,0.4786
2429,3.6519,0.0000,0.8932
2430,2.9780,-0.6407,0.3361
2431,2.0786,-0.8246,-0.5131
2432,2.9138,1.5192,0.6105
2433,5.6707,2.4347,0.5131
2434,5.6707,0.0000,0.6274
2435,4.8415,-0.8711,0.2788
2436,2.6786,-3.2863,-0.4358
2437,2.6786,0.0000,0.0908
2438,3.3918,0.5603,-0.3329
2439,4.0586,0.5897,0.5252
2440,4.0586,0.0000,-0.4113
2441,2.5147,-1.4934,0.0942
2442,2.5147,0.0000,0.2633
2443,3.5128,1.5308,0.3575
2444,3.5128,0.0000,-0.6631
2445,2.5154,-1.3451,-0.6195
2446,1.6996,-0.9888,-0.8466
2447,1.6996,0.0000,0.1540
2448,3.7077,2.5711,0.5877
2449,3.7077,0.0000,-0.5436
2450,3.7983,-1.8880,-0.8153
2451,3.7983,0.0000,0.1478
2452,2.8375,-0.8145,0.4065
2453,3.2298,0.4192,0.6246
2454,4.1267,0.8725,0.6281
2455,2.8880,-1.6929,-0.8987
2456,2.8880,0.0000,0.6717
2457,2.5773,-0.3049,-0.8068
2458,2.8768,0.3080,-0.4558
2459,4.5805,1.5402,0.7098
2460,4.5805,0.0000,-0.2553
2461,3.3983,-1.0836,0.8990
2462,3.3983,0.0000,0.4307
2463,2.1911,-1.0644,-0.5565
2464,2.1911,0.0000,0.7365
2465,3.2930,1.0756,-0.5518
2466,3.2930,0.0000,-0.1035
2467,2.0199,-1.1519,-0.8502
2468,2.7911,0.8322,0.1708
2469,6.2385,2.3814,0.8604
2470,6.2385,0.0000,-0.2573
2471,6.7544,0.6832,0.7726
2472,6.7544,0.0000,0.9894
2473,8.8840,1.3943,0.4864
2474,13.1982,2.1523,-0.2695
2475,13.1982,0.0000,0.8803
2476,13.3034,2.1429,0.9616
2477,13.3034,0.0000,0.1168
2478,15.7493,2.0271,0.6829
2479,15.7493,0.0000,0.1962
2480,15.5861,-0.1600,-0.0774
2481,15.5861,0.0000,0.2966
2482,16.2053,0.5447,0.3015
2483,13.9706,-1.4044,-0.9910
2484,13.9706,0.0000,0.0897
2485,15.0766,1.2369,-0.7354
2486,15.0766,0.0000,0.4332
2487,15.5611,0.4849,-0.6956
2488,15.5611,0.0000,0.9503
2489,15.0700,-0.6060,-0.8986
2490,15.7140,0.9012,0.3122
2491,15.7140,0.0000,0.8132
2492,15.6375,-0.0758,-0.0638
2493,16.0470,0.5202,0.4552
2494,16.4111,0.3371,0.4855
2495,16.4111,0.0000,0.0676
2496,14.3836,-1.5852,-0.2920
2497,14.3836,0.0000,0.7559
2498,15.2693,1.1409,-0.7987
2499,15.2693,0.0000,0.0342
2500,15.1315,-0.1309,-0.9803
2501,15.1315,0.0000,-0.8495
2502,15.3542,0.2209,-0.8691
2503,15.2778,-0.0783,-0.9916
2504,15.8994,0.7777,0.0221
2505,15.8994,0.0000,0.5506
2506,14.9031,-0.9065,-0.5261
2507,15.4815,0.7706,0.2213
2508,16.7457,1.5372,0.3133
2509,16.7457,0.0000,-0.4213
2510,15.8379,-1.6293,0.0932
2511,15.8379,0.0000,-0.4872
2512,16.1631,0.3126,0.5716
2513,16.3016,0.1341,0.7006
2514,13.7732,-1.8724,-0.8877
2515,13.7732,0.0000,-0.4638
2516,15.0157,0.9540,-0.9150
2517,15.0157,0.0000,0.0479
2518,17.1937,2.1364,0.8599
2519,17.1937,0.0000,-0.2961
2520,12.7104,-2.1513,-0.1585
2521,12.7104,0.0000,-0.2154
2522,13.1942,0.5876,0.3006
2523,14.9694,1.8097,0.0518
2524,14.9694,0.0000,0.8392
2525,16.0273,1.0166,-0.3298
2526,16.0152,-0.0121,-0.3918
2527,15.5144,-0.7069,-0.0900
2528,15.5144,0.0000,0.4745
2529,16.3124,0.6482,0.2635
2530,16.1413,-0.1675,0.3218
2531,14.6806,-1.9495,-0.9422
2532,14.6806,0.0000,0.2407
2533,17.2248,1.6178,-0.0941
2534,17.2248,0.0000,0.6002
2535,17.5375,-2.4313,-0.4342
2536,17.5375,0.0000,0.1360
2537,14.5340,-2.0873,-0.1539
2538,14.5340,0.0000,-0.0075
2539,15.9196,2.1754,0.3308
2540,15.9196,0.0000,0.2574
2541,16.3428,0.4017,0.8218
2542,16.3428,0.0000,0.6380
2543,12.3303,-1.9640,-0.7779
2544,12.3303,0.0000,0.5281
2545,11.3773,-0.7838,-0.3161
2546,8.7013,-2.8493,-0.2091
2547,8.7013,0.0000,-0.7103
2548,10.3275,1.3669,0.0429
2549,10.3275,0.0000,-0.3963
2550,10.8197,-2.3822,-0.8121
2551,10.8197,0.0000,-0.1696
2552,9.8775,-1.7541,0.2151
2553,9.8775,0.0000,0.4945
2554,7.7913,-1.7450,-0.8702
2555,7.7913,0.0000,-0.0939
2556,7.9044,2.5433,0.5473
2557,7.9044,0.0000,-0.4520
2558,10.5151,1.5908,-0.4067
2559,10.5151,0.0000,0.5366
2560,7.0946,-2.0038,-0.2302
2561,7.0946,0.0000,0.2906
2562,7.9651,1.6433,0.1928
2563,7.9651,0.0000,0.9523
2564,10.6902,1.8037,-0.1840
2565,10.6902,0.0000,0.2997
2566,10.0074,-0.9113,0.9962
2567,10.0074,0.0000,-0.0946
2568,9.4968,-1.6766,-0.5762
2569,9.4968,0.0000,0.5049
2570,9.1086,-0.4178,-0.2740
2571,9.1086,0.0000,-0.9681
2572,9.1658,0.0561,-0.5658
2573,10.5396,1.3825,0.8142
2574,10.5396,0.0000,-0.6963
2575,9.4233,-1.9218,-0.1261
2576,9.4233,0.0000,-0.8508
2577,8.4788,-0.9240,-0.9269
2578,8.4788,0.0000,0.1149
2579,10.8987,1.5809,-0.0413
2580,10.8987,0.0000,-0.5109
2581,10.3907,-1.8007,0.1900
2582,10.3907,0.0000,-0.8657
2583,9.6585,-0.6706,0.9745
2584,9.6585,0.0000,0.4110
2585,8.3304,-0.9923,-0.5291
2586,8.3304,0.0000,-0.6036
2587,10.4111,1.5898,-0.1875
2588,10.4111,0.0000,-0.2701
2589,9.6033,-1.9328,-0.2648
2590,9.6033,0.0000,0.4994
2591,8.7494,-0.8814,-0.5263
2592,8.2609,-0.4209,-0.7873
2593,8.2609,0.0000,0.3144
2594,9.3941,2.0578,0.2212
2595,9.3941,0.0000,-0.3427
2596,8.9938,-0.4181,-0.4794
2597,8.9938,0.0000,0.0250
2598,8.8939,-0.1008,-0.9364
2599,11.2343,1.8958,0.9839
2600,11.2343,0.0000,0.9507
2601,9.6481,-1.5347,0.4086
2602,9.6481,0.0000,-0.0381
2603,9.6389,-0.0092,0.4337
2604,8.7793,-0.8692,-0.4351
2605,8.7793,0.0000,0.0631
2606,9.4100,0.6238,-0.5794
2607,9.3451,-0.0659,-0.7168
2608,9.6827,0.3168,0.2234
2609,9.7661,0.0819,0.2750
2610,10.1851,0.4085,0.9961
2611,10.1846,-0.0005,0.9700
2612,8.8577,-1.3570,0.0211
2613,8.7600,-0.0928,0.1900
2614,9.8114,1.2161,0.0751
2615,9.8114,0.0000,-0.9031
2616,7.6266,-1.7467,-0.9926
2617,7.6266,0.0000,-0.9462
2618,9.4809,2.3607,0.4121
2619,9.4809,0.0000,-0.2727
2620,8.8291,-0.5628,-0.4507
2621,8.8291,0.0000,0.8940
2622,10.1756,1.1814,0.0594
2623,10.1756,0.0000,0.1799
2624,9.1473,-1.7980,-0.4334
2625,9.1473,0.0000,-0.4950
2626,10.4479,1.1049,0.5570
2627,10.4479,0.0000,-0.0492
2628,9.1517,-1.1352,0.5723
2629,9.1517,0.0000,0.9622
2630,8.7586,-0.3429,-0.8824
2631,9.2877,0.4851,-0.4095
2632,9.0935,-0.1859,-0.9418
2633,9.0935,0.0000,-0.9986
2634,8.9613,-0.1351,-0.7857
2635,9.3754,0.3860,-0.3730
2636,10.0404,0.6684,0.1836
2637,9.5401,-0.5089,-0.0280
2638,9.5401,0.0000,-0.1731
2639,8.9206,-0.5364,-0.3063
2640,10.3250,1.2265,0.7986
2641,10.3250,0.0000,0.9121
2642,8.8997,-1.6061,-0.0392
2643,8.8997,0.0000,0.4231
2644,9.6867,1.6650,0.6624
2645,9.6867,0.0000,0.0002
2646,9.6180,-0.0682,0.4496
2647,9.3109,-0.2818,0.1706
2648,9.9034,0.5047,0.5590
2649,9.9034,0.0000,0.7719
2650,8.0339,-1.4734,-0.5523
2651,8.0339,0.0000,0.2602
2652,10.8564,2.1511,0.1834
2653,10.8564,0.0000,-0.8870
2654,8.3268,-2.2276,-0.2470
2655,8.3268,0.0000,-0.0646
2656,10.6885,2.0302,0.2496
2657,10.6885,0.0000,-0.2552
2658,9.6623,-1.2993,0.6072
2659,9.8029,-2.4648,-0.6665
2660,9.8029,0.0000,0.7217
2661,8.4287,-1.0523,-0.3140
2662,8.7702,0.3506,-0.2444
2663,11.0935,1.9794,0.4127
2664,11.0935,0.0000,-0.8859
2665,10.1697,-1.0154,0.9750
2666,10.1697,0.0000,-0.6161
2667,9.7439,-0.4399,0.9159
2668,9.2297,-0.5686,0.4990
2669,9.2297,0.0000,0.6072
2670,9.7092,0.4914,0.1038
2671,9.7092,0.0000,0.0326
2672,9.9305,0.2546,0.8159
2673,9.8904,-0.0396,0.6762
2674,9.8128,-0.0794,0.8581
2675,9.8128,0.0000,-0.1684
2676,9.1358,-1.6612,-0.9044
2677,9.1358,0.0000,0.7231
2678,8.9024,-0.2455,-0.8154
2679,10.6981,1.2611,0.5088
2680,10.2532,-0.4576,0.1940
2681,9.0153,-1.8609,0.0682
2682,9.0153,0.0000,0.7507
2683,10.7690,1.7806,0.9843
2684,10.7690,0.0000,-0.4549
2685,8.3572,-1.6513,0.2976
2686,8.3572,0.0000,-0.5007
2687,11.5190,2.0632,0.3111
2688,11.5190,0.0000,-0.1453
2689,11.0005,-1.9391,-0.2069
2690,11.0005,0.0000,-0.3360
2691,8.3701,-1.9516,0.0484
2692,8.3701,0.0000,-0.1905
2693,9.4574,1.5206,-0.2188
2694,9.4574,0.0000,-0.3458
2695,8.6123,-0.8645,-0.7993
2696,8.6123,0.0000,0.8520
2697,9.2634,0.8448,-0.6073
2698,9.2634,0.0000,0.8769
2699,9.1975,-0.0662,-0.3876
2700,8.7362,-0.4733,-0.8576
2701,9.5268,0.7459,-0.0526
2702,9.6013,0.0749,-0.4715
2703,8.9758,-1.0876,-0.8114
2704,8.9758,0.0000,0.3434
2705,10.5256,1.6580,0.7899
2706,10.5256,0.0000,0.9141
2707,7.6745,-1.9629,-0.1798
2708,7.6745,0.0000,0.1908
2709,10.5840,2.0446,0.0767
2710,10.5840,0.0000,0.4723
2711,9.4596,-1.1811,0.6519
2712,6.3326,-2.2379,-0.9991
2713,6.3326,0.0000,-0.7962
2714,6.9142,0.8299,0.7311
2715,6.9142,0.0000,0.5006
2716,8.6098,1.7160,0.5361
2717,8.6098,0.0000,-0.7371
2718,9.5220,0.7514,-0.7041
2719,9.5220,0.0000,0.4181
2720,10.1693,0.5778,0.7720
2721,9.5269,-0.6291,0.1458
2722,8.5577,-0.7805,0.0502
2723,8.5577,0.0000,-0.1761
2724,11.5177,2.0100,0.4852
2725,11.5177,0.0000,-0.0238
2726,11.4637,-1.8743,-0.1408
2727,11.4637,0.0000,0.6123
2728,7.2862,-1.8319,-0.0471
2729,7.2862,0.0000,-0.2116
2730,10.9850,2.6446,0.9584
2731,10.9850,0.0000,0.2878
2732,10.4016,-2.0746,-0.0747
2733,10.4016,0.0000,0.3065
2734,9.4498,-0.7999,0.8576
2735,9.4498,0.0000,0.5884
2736,9.8548,0.4179,0.4679
2737,8.3500,-1.0209,-0.6064
2738,9.5698,1.5301,0.7864
2739,9.5698,0.0000,-0.0757
2740,10.1563,0.5697,0.8587
2741,9.5758,-0.9694,-0.1985
2742,9.5758,0.0000,0.5323
2743,7.9752,-1.1898,-0.8890
2744,7.9752,0.0000,-0.1225
2745,10.2111,1.3759,-0.6094
2746,10.2111,0.0000,0.6972
2747,7.8244,-1.5986,-0.1830
2748,7.8244,0.0000,-0.1179
2749,9.0476,1.2624,-0.7367
2750,9.0476,0.0000,-0.1627
2751,9.5690,0.4367,-0.3000
2752,10.6747,1.1272,0.9764
2753,10.4340,-0.2202,0.5296
2754,9.5998,-1.1096,0.8032
2755,9.5998,0.0000,0.3403
2756,9.9953,0.3852,0.7335
2757,9.8755,-0.1226,0.5740
2758,9.3838,-0.5561,0.4378
2759,8.1349,-1.1209,-0.6472
2760,8.1349,0.0000,-0.7437
2761,8.8963,1.8995,-0.0221
2762,8.8963,0.0000,0.0285
2763,9.5463,0.6775,-0.3310
2764,9.7398,0.2007,-0.2345
2765,8.4893,-1.1760,-0.7568
2766,8.4893,0.0000,0.3659
2767,10.7062,1.5694,-0.0404
2768,10.7062,0.0000,-0.2623
2769,10.3613,-1.4165,0.5003
2770,10.3613,0.0000,-0.0151
2771,8.7075,-1.6537,-0.0427
2772,8.7075,0.0000,0.0132
2773,9.3807,0.7948,-0.5199
2774,10.0259,0.6707,-0.1960
2775,10.0259,0.0000,0.9919
2776,9.8924,-0.1338,0.9973
2777,9.3728,-0.4756,0.5600
2778,8.8545,-0.5085,-0.1362
2779,8.8545,0.0000,-0.1847
2780,9.3559,0.4840,-0.5958
2781,9.3559,0.0000,-0.8471
2782,10.5899,1.1086,0.9710
2783,10.5899,0.0000,0.2595
2784,10.8154,-1.8452,-0.0075
2785,10.8154,0.0000,-0.9594
2786,9.2415,-2.9293,-0.9617
2787,9.2415,0.0000,-0.3866
2788,8.9468,-0.2970,-0.6615
2789,9.7094,0.5795,-0.0429
2790,9.7693,0.0605,0.0366
2791,10.0890,0.2924,0.9075
2792,8.7703,-1.0282,-0.0852
2793,8.7703,0.0000,0.8078
2794,10.1731,1.4763,0.2588
2795,10.1731,0.0000,0.9930
2796,8.0606,-1.6745,-0.3138
2797,8.0606,0.0000,0.7496
2798,9.3143,1.2581,-0.6993
2799,10.9728,2.2205,0.7423
2800,10.9728,0.0000,-0.6264
2801,10.0656,-1.3111,0.6884
2802,4.8112,-3.1763,-0.6633
2803,4.8112,0.0000,0.1616
2804,3.1775,-1.6339,0.3563
2805,3.1775,0.0000,-0.9682
2806,2.4190,-0.6926,-0.6208
2807,2.3745,-0.0444,-0.6739
2808,2.8571,0.5542,-0.7895
2809,2.8571,0.0000,0.7366
2810,2.9757,0.1178,-0.4435
2811,4.2514,1.2832,0.8351
2812,4.2514,0.0000,0.8515
2813,4.0577,-1.2343,0.5569
2814,4.0577,0.0000,-0.8883
2815,2.6135,-1.3509,0.2356
2816,2.6135,0.0000,-0.0754
2817,2.6885,0.0746,-0.9332
2818,3.6021,1.7253,0.7751
2819,3.6021,0.0000,-0.2345
2820,3.4851,-0.1087,0.7802
2821,2.8366,-0.9749,-0.1927
2822,3.0550,0.2149,0.5884
2823,2.4844,-0.5050,-0.8929
2824,2.4844,0.0000,-0.1940
2825,2.7365,0.2633,-0.9585
2826,4.3068,1.7558,0.7047
2827,4.3068,0.0000,0.2830
2828,3.7841,-0.8573,0.9805
2829,2.7402,-1.2298,0.8410
2830,2.7402,0.0000,-0.3953
2831,2.5423,-0.1957,-0.9771
2832,2.5423,0.0000,0.2064
2833,3.7664,1.5414,0.4134
2834,3.7664,0.0000,-0.5847
2835,2.6200,-1.4147,-0.2448
2836,2.6200,0.0000,0.1934
2837,4.9630,1.3742,0.3777
2838,4.9630,0.0000,0.5902
2839,2.5579,-2.0443,-0.1068
2840,2.5579,0.0000,0.0800
2841,3.3672,0.6681,-0.4340
2842,3.3672,0.0000,-0.3665
2843,2.1553,-1.3059,-0.8584
2844,2.1553,0.0000,0.9855
2845,3.5598,1.1924,-0.4755
2846,3.5598,0.0000,-0.5724
2847,3.1834,-0.4158,0.3964
2848,3.3221,0.1401,0.6435
2849,2.5554,-0.8177,-0.5987
2850,2.5554,0.0000,0.3215
2851,3.1853,2.0389,0.9326
2852,3.1853,0.0000,-0.4748
2853,3.3761,0.1825,0.2699
2854,3.0840,-0.2664,0.0158
2855,2.7477,-0.3682,-0.2153
2856,2.2043,-0.5718,-0.9711
2857,2.2043,0.0000,-0.8027
2858,3.4992,1.0745,-0.5374
2859,3.4992,0.0000,0.0409
2860,3.1810,-0.2882,0.4119
2861,2.5932,-0.8465,-0.4800
2862,3.7251,1.1148,0.9142
2863,2.5290,-0.9153,-0.9079
2864,2.5290,0.0000,-0.4169
2865,4.1785,1.9913,0.8414
2866,4.1785,0.0000,-0.0656
2867,3.3158,-0.9723,0.7494
2868,3.3158,0.0000,-0.4320
2869,2.9711,-0.3457,0.0010
2870,2.4561,-0.4870,-0.4810
2871,3.1040,0.8522,0.0726
2872,4.7853,1.6178,0.6917
2873,4.7853,0.0000,0.2751
2874,1.9526,-2.7545,-0.7598
2875,1.9526,0.0000,0.0746
2876,4.0524,2.3480,0.4919
2877,4.0524,0.0000,-0.3807
2878,-0.9453,-2.5422,-0.9622
2879,-0.9453,0.0000,-0.7770
2880,-3.1086,-1.7952,-0.1739
2881,-3.1086,0.0000,0.6037
2882,-3.2946,-0.1964,-0.1303
2883,-3.3268,-0.0322,-0.1398
2884,-2.8891,0.4368,0.1006
2885,-2.5191,0.3663,0.4316
